,0
formula,0.004746740247203797
excess_cash,0.003943668295428121
margin_percentage,0.005016543270934622
credibility,0.010361623060403542
market_leader,0.013046817165989587
ipo,0.011629997292005135
start_up,0.005108653540716536
diversity,0.01084732037884902
inclusion,0.013520989196796805
start-up,0.002226199289433994
customer_relationship,0.011827827457970674
even_stronger,0.01086064627101406
market-leading,0.011399137225069949
crucial,0.01290282178691848
simultaneously,0.0049804907952903325
differentiator,0.008318512712785327
diversified,0.016493640915391624
breakdown,0.0188344768260276
revenue_stream,0.01156674489995479
important_note,0.014951067082327333
aftermarket,0.00675674627693482
monitoring,0.00937270918620109
gross,0.033017170831105475
testament,0.010374476151889429
greenhouse_gas_emission,0.002988050887249986
climate,0.004245035765086644
emission,0.007216813003770024
account,0.04029745014019091
surpass,0.005147345236659223
ownership,0.021776056070032936
intersection,0.0029130619276475796
equivalent,0.014559914792306089
bold,0.0043343744341788806
vital,0.008472007733701162
empowerment,0.008803960552371636
agile,0.012419114729233318
prestigious,0.008344939160859276
rating_agency,0.005468399622914509
inclusive,0.010525712521343137
carbon,0.0024876515985948833
representative,0.009898817508901836
advancement,0.007977633162301632
value_chain,0.012195787184460408
exceed,0.027710384794485364
bottom_line,0.018770206117357285
adjust,0.03746288960181558
earnings,0.032840510304291914
per,0.03928776081666811
free_cash_flow,0.026502923240660343
adjusted_net,0.00873346339851159
cash,0.044581932590879794
seamlessly,0.009920922976676348
sale_channel,0.007928950567018532
additionally,0.03491279718148584
trade,0.02664023767474966
calculate,0.017250021570451857
intrinsic,0.007745467766765493
bolster,0.009245994561765586
cost_savings,0.020627216311310644
historical,0.022706031889330923
operating_system,0.0067889958886098774
backbone,0.007600475165626
closest,0.008288587486050488
propel,0.009941033240848933
demographic,0.00536146462975906
lifetime,0.005461297198990686
fix,0.02979286859414249
urgency,0.0052653555800578795
product_pipeline,0.005360160760705275
electrification,0.004712252271212087
transportation,0.016104033677232562
commercialization,0.01835874168376655
rely,0.01722186744924992
streamlined,0.0035930098910377265
lowest,0.01661188620635859
favorite,0.007344225204089883
unit,0.031094807548431826
case_study,0.003670039855828815
untapped,0.010169080891875994
estimate,0.02902008060069839
holistic,0.00856689632936976
healthier,0.005785344305618051
assure,0.010889108196590664
excellence,0.007416705911467011
elevate,0.011706005475493716
value_creation,0.021675893309448184
overhead,0.00873371012682002
receivable,0.012630826516109332
decision-making,0.008831850243099394
customer_experience,0.00558210212583223
age,0.022170514653048184
ebitda,0.026586180438344018
benchmark,0.007453791691569729
contributor,0.009673058730135705
reposition,0.0067818443096803235
market_leadership,0.004954066175109307
equal,0.023476338785788125
adjusted,0.02705848871509317
convert,0.027633351309818577
raise,0.02662319068398471
wider,0.01307642273429436
underpin,0.008844853281983513
capital_deployment,0.0063097898214877855
gdp,0.005024434192833775
percentage,0.026817326324846843
north,0.016606542051096095
recur_revenue,0.01608311483555454
warranty,0.006184127011252139
bandwidth,0.008751229977429914
load,0.00791368826233075
take_out,0.0115705240496051
earn,0.01868408349947745
run_rate,0.021230118365623947
price,0.041879915028369505
raw,0.00467686015905249
oftentimes,0.006842075113458269
kick,0.005542811494383371
buyback,0.020283962006948354
structurally,0.012681908414189348
pay,0.039613256432965635
aggregate,0.017525145318530354
thermal,0.006608244852159917
stressed,0.00439856075587346
gross_margin,0.03290164588993998
sg&a,0.013972499798293282
square_foot,0.012572362218469062
augment,0.009686330622252463
repair,0.008403469226412224
steel,0.004972213776082759
purchase,0.029868957448395784
interface,0.00759398860628732
recognition,0.01025715242233082
best-of-breed,0.005750920341468371
phenomenon,0.007072098710704973
math,0.01962835895754947
half,0.03093816970199197
digit,0.014714221573629836
quiet,0.005544518378804837
give_up,0.008748332632318154
balance_sheet,0.04458098625830195
opportunistic,0.011003746320280302
share_buyback,0.00795199530087067
pay_out,0.013396221460655392
gap,0.017224551115082372
transport,0.005746680597525321
close_to,0.02313805338472965
deleverage,0.012736266747976316
notion,0.006275722190501371
contract,0.04773519133655534
principal,0.01917048049992247
loan,0.030172915582256772
historically,0.02342469374570675
market_share,0.026362711781291313
ep,0.009699107431010415
fortunately,0.007262922930830396
approximately,0.04815500634453209
redeploy,0.007604492844263366
logic,0.010329607840915075
yield,0.031650468978496785
cite,0.006242747377408122
repurpose,0.006843330795743736
integrity,0.003596567358211626
bolt,0.005502618832714771
beef_up,0.00477149421673077
prioritization,0.006283845873233356
a_range_of,0.00951879068606886
developed,0.007573718004239758
higher-margin,0.008421176506643247
meter,0.024555393350494722
p&l,0.014745908365494111
plus,0.038869375201974005
come_off,0.005504783725341882
respect,0.02695343140856238
fair,0.03179138984372332
casual,0.005688071553926135
product_mix,0.009014730063088509
enablement,0.00492517408287849
continuity,0.010707096786851729
survive,0.00525155340097254
optimization,0.018654884213884015
customer_demand,0.005761225673936211
fold,0.00937660670180092
stand_out,0.009397831317847768
multibillion-dollar,0.006497332480557975
subsegment,0.004747700251354905
knowledgeable,0.006442658394823812
diversify,0.012967466703489507
equity,0.029569542430703047
heighten,0.00998524969336441
resiliency,0.008801960593017119
accord_to,0.023974102794875905
critically,0.007613720317171352
lag,0.009127003549359705
tablet,0.010347293606649186
across_multiple,0.010234878281554902
working,0.008117945509692292
coworker,0.006020616241983679
key_driver,0.010353374903535497
service_capability,0.007257535161639591
diverse,0.01989037058169675
peak,0.018512265411286654
stickiness,0.008168306686369442
flight,0.004501302896947006
sticky,0.008016457207988013
life_cycle,0.004153816442536547
sale_organization,0.013971123228831555
dedicated,0.01293519328676001
go-to-market,0.012820504779350357
derivative,0.006770451653582374
competitive_landscape,0.014500054563613498
quantitative,0.005885716165625696
limitation,0.014313480081284623
net_revenue,0.024222785389465894
gross_profit,0.022559702138893262
delta,0.011377156407670876
operating_margin,0.01053946095589844
net_sale,0.036510987873893785
operating_profit,0.012896516383826226
exclude,0.03520216015338592
one-off,0.009068835040216744
multiyear,0.015602293818966924
wrap,0.011052171498878039
accounting,0.011158551506296275
roughly,0.02950163657685858
sale_growth,0.014031116497178763
cash_flow,0.03839435675254038
payout_ratio,0.012269549594747213
ratio,0.023912727586953272
x.,0.010005262230370704
cash_flow_generation,0.009375617747199754
embrace,0.012856560114435625
bring_on,0.00616266390458723
variety,0.011359576544459526
integrated,0.015792938362660477
crop,0.004063000651277984
turnaround,0.01074371258370248
slightly,0.027027603843535076
algorithm,0.013445525412635531
discovery,0.0066687984941670424
development_pipeline,0.013857688747944415
geographically,0.011018639904533764
weighted,0.01534364073446033
highest,0.0203732505691251
attractiveness,0.007530315159325655
hurdle_rate,0.013804212439420748
cost_capital,0.022060981730569456
allocate,0.019027838855623064
ought,0.005168162549185343
mixed,0.018278854239452552
defend,0.005587175879105212
fragmentation,0.003450912847773285
somewhere,0.02237304147801042
consolidated,0.03591523223946139
evaluation,0.015363535044942672
currency,0.020072116939560097
uncommon,0.005417084013578295
exchange,0.038371076888159904
rights,0.01636331554477969
powder,0.01100507938932564
fluctuation,0.006907941171135539
rmb,0.009138097968610258
risk_management,0.007015743568767944
respectively,0.024847316446985804
datum_point,0.013761534556810246
substantially,0.026049387160281958
proactively,0.007124509761053083
capital_expenditure,0.007349457888955311
fast-growing,0.009737439380078964
defer,0.014843372502104678
coronavirus,0.006473984696269827
market_environment,0.01026781204374594
besides,0.007633668190206657
operationally,0.0076429414360190216
valuation,0.020212121779802632
short-term,0.024508303206594403
compensation,0.018913299507162012
academic,0.011627136935285911
resistant,0.004230545986524276
presume,0.007074378278830831
confuse,0.006157620767387855
mode,0.009465617215985997
amenable,0.0063116705472937955
near,0.016716161896476803
applicability,0.004920001749639908
simplicity,0.0053391328249030616
tax_rate,0.010937776875340342
discount,0.02725394320887012
tax,0.021468711094466818
biotech,0.00770159608703302
ionis,0.006558402919694276
therapeutics,0.008759485076504196
tegsedi,0.005388477861764839
hereditary,0.006033810269694595
breakthrough,0.009835398765363459
drug_discovery,0.0064229870712134585
drug_development,0.010341609775925109
strategic_partnership,0.012541488547279375
shape_up,0.00457687487787601
viable,0.007239707283958223
shine,0.006935568870702221
preclinically,0.00599459840301805
treatment_arm,0.0048723789723380834
outstanding,0.03271751034187097
white,0.0067263519164990305
worth,0.021693580908924787
muscle,0.00575103323806895
as_for,0.024999385016397736
meaningfully,0.009030746555532725
upfront,0.020031085526206385
royalty,0.009523304401283458
intensify,0.00985212686400649
process_technology,0.004537115431129139
cease,0.013838765818726458
underperform,0.008562335037843039
receivables,0.0290391640803484
stringent,0.004709095719882767
revenue_mix,0.009443900635149844
aerospace,0.005611567944874151
consumer_electronics,0.006565219140840364
basis_point_improvement,0.0058825826494681085
aa&s,0.005159343364590323
assume,0.03349527408146736
hrpf,0.00488937033524695
envision,0.01161577274118284
plate,0.005516538793882697
precision,0.005828117272686492
strip,0.005324622697097994
specialty,0.005662785233630207
enhancement,0.006158195996851434
capex,0.03341277535165774
newest,0.010323373804764785
proximity,0.007080645446262177
business_segment,0.012522131033322063
enabler,0.009733793216384392
laser-focused,0.009252161568401269
realign,0.007159012462338545
fixed,0.027208639657242597
pro_forma,0.01890275936700808
finance,0.030055378119424124
burn,0.009758346314879433
basket,0.008720501707041724
get_rid,0.009164570299472439
recur,0.022620174774594295
variation,0.00748710869285204
minus,0.014973923640429128
amortization,0.021662365576196798
depreciation,0.011327233707145756
technological,0.014159873272024014
paradigm,0.004794380498302238
liability,0.020591340063706078
distinct,0.01138579542349773
calculation,0.011603023161660573
impactful,0.005400885539912043
numerous,0.022635635914741062
production_facility,0.009520019789653862
width,0.006798496528150013
land-based,0.003608639516145787
promotion,0.010253827084694283
per_share,0.024294954547938
imply,0.01969684349906435
start_out,0.012600178197554343
business_process,0.006168506812942709
magic,0.006483462888602313
midrange,0.00898796157014884
niche,0.006709711352241732
wise,0.0095315079798079
native,0.004763374898503994
differentiation,0.01029206853852301
book,0.035029781838848945
know-how,0.01177807410248941
as_if,0.008187018226885404
moreover,0.009866027203888034
fastest-growing,0.013226491769300672
flattish,0.007426435625201773
prospect,0.00938301155075711
covid-related,0.006650821341464342
node,0.00557858923634219
disruptive,0.007789944121163888
plot,0.004661184987175085
fun,0.004969419085059219
leadership_position,0.009818412049224129
comprise,0.017061002238067627
enterprise,0.017174894683733
excel,0.007505466018796498
span,0.011364211424477785
heritage,0.0064400055699886105
macro,0.007826342987607654
fiscal,0.013684442438304559
replacement,0.007782722527113271
rationalize,0.005061573129777983
bunch,0.005909258383465915
positively,0.02231533115868024
spirit,0.007022797778589612
as_of,0.021254716030762934
quarter-over-quarter,0.016611816797083782
relation,0.02033047923461728
suspend,0.01654416513033185
cloud_adoption,0.007253944774129863
blah,0.0062831200174725335
scalability,0.005258350895232377
latency,0.00945716575005042
stay-at-home,0.014672013091903196
financing,0.027175958061811025
standardized,0.00884714299894641
more_than,0.016805057146313834
leverage_ratio,0.022734994449195026
credit_rating,0.007246231830127027
litigation,0.008137359597164957
caution,0.010680497208366894
net_income,0.020575885523557616
income,0.03209721775062427
pursuit,0.007844139193146926
total_revenue,0.01773865275835951
business_operation,0.008907984148501774
direct-to-consumer,0.007393689666375797
partially,0.008313015193431602
liquid,0.014194067079192647
geographical,0.01030370354449252
oversee,0.008397560776393274
portal,0.006083581524317412
portable,0.007071983189725137
cro,0.005232386074468847
assay,0.004508528396639335
genomic,0.004007663138302343
less_than,0.01160941049346835
administrative,0.021793365667153383
sg&a_expense,0.012525427672301529
intangible,0.013926079003006018
cash_and_cash_equivalent,0.016124764589866412
slightly_lower,0.014007380854942858
committed,0.014097531666044254
growth_area,0.009104465907434224
vertically_integrate,0.011901721322030054
profit_margin,0.0052009005007182104
satisfy,0.02244517247931652
medical_need,0.005289739563555531
corporate_governance,0.005687275470312463
developmental,0.010522771484432288
cross-sell,0.006252832345431756
witness,0.01066749792319446
clientele,0.005035289187252661
move_out,0.004672054687431306
department,0.016937947950311626
operating_expense,0.022125008397951285
attributable,0.03366785186582657
uniqueness,0.011342576187585425
intellectual,0.0072820541356009546
gold,0.009326243651157142
series,0.009557195827935907
goodwill,0.009983166685133053
processor,0.006506148196563762
independence,0.004786266381889365
ample,0.010530063039070834
manageable,0.009017582949837793
take_account,0.01304802580626722
considerable,0.01662832517793451
premium,0.031158737447531136
incur,0.019991846724336005
underline,0.007263510919556238
provision,0.013606157937515836
in_accordance_with,0.014474834799352554
established,0.014106990361886658
profit,0.026921877092465896
price_increase,0.005745184268134489
compensate,0.012391541242943149
reinsurance,0.006017010674000792
maximum,0.01198224401051988
combined,0.03081467052896664
apart_from,0.010716686304521746
remarkably,0.0071347883769738935
appeal,0.00767517996639741
outperformance,0.014469097888524397
solvency,0.006826177146644784
backup,0.008690848549326126
profound,0.006782656724951119
slightly_higher,0.009464351387209287
deduct,0.004937020703505634
famous,0.00679421317391355
rent,0.011286427441114355
default,0.004259511831220343
relatively_small,0.012763362764538223
formulate,0.005114690650750728
duplicate,0.006117055657677596
mutual,0.00958651716006181
cancellation,0.02499784804039459
payment,0.05047971519088124
postpone,0.0051944248075746526
shock,0.006095570598144864
independently,0.01111090292016703
publicly_trade,0.01212744509939806
client_base,0.013190114179864432
massively,0.006966252607840487
trading,0.018443635595946528
devote,0.00771205743542453
abroad,0.004831633587086258
future,0.005509229592582135
customer_segment,0.008067230204329867
recommendation,0.012707815686333666
fintech,0.008900315478284751
credible,0.004963927145102277
well-run,0.006026503894971012
percent,0.015455369701281162
tooth,0.007687879941720816
side-by-side,0.007562166079117985
interest_income,0.01071977620119567
derive,0.015344262102999424
fee,0.02887897173294007
charge,0.01886501524539967
housing,0.007758343369468947
instrument,0.013062715492883048
diminish,0.009128303970489856
up_to,0.02553236404176977
continent,0.007543200474024332
tire,0.006655890156114744
onetime,0.02084971418724331
bulk,0.011378977105779217
equity_capital,0.007076878593985403
refinitiv_streetevents_edited_transcript,0.006477630020698802
enhertu,0.003358646119081009
ds-1062,0.003251497120022903
u3-1402,0.0031317147300278405
capital_investment,0.0048023600766578505
business_plan,0.010364937413397484
biologic,0.011092608348735749
collectively,0.015690423737284548
i-o,0.0026537328398204096
contrary,0.005353810543111692
worldwide,0.012036587082535003
triple,0.013248627709667797
sort_out,0.0056959297503714
development_plan,0.009188699471362517
grade,0.008526838914344399
borrow,0.006807397960939579
large-scale,0.008462860758288152
carry,0.029147528728981652
externally,0.008145474891414558
consultation,0.00684715765978176
snapshot,0.00492313049970711
dose_level,0.005579674724409261
denominator,0.006778599634741631
speaking,0.007564688705745886
much_higher,0.014800893203660384
development_strategy,0.0059745492928638105
theoretically,0.005069842427861411
add-on,0.011636752027987762
shipping,0.008122550203974687
market_cap,0.007306317296819051
wealth_management,0.009464642645168189
roe,0.010615462548170961
peer_group,0.009008028266173997
taxable,0.00644246022028915
cash_balance,0.013472992497512477
nonperform,0.004871452180673452
lending,0.005739826823778795
thought_process,0.009916906513237409
implication,0.009496576647038655
distribution_network,0.008067976106946024
opex,0.010608137196960517
dna,0.007808608048849792
processing,0.00791757173050467
m&a_activity,0.008537933982106638
subscription_service,0.008360920334229614
excess_capital,0.012751911875677749
await,0.00803224165356679
cost-effective,0.0077589714171778295
presently,0.00845969522504989
cash_position,0.022682247033683788
dilution,0.012403034310322854
2x,0.01863679204595829
exploration,0.005751943203137574
partially_offset,0.027294172827838054
year-to-date,0.020178594072680224
interest_expense,0.009360759512548455
impress,0.007084639593111253
raw_material,0.010955646722695306
delicious,0.008167434899991942
whose,0.016899077601936374
sell_out,0.008392764069400118
impressed,0.008657615447353308
audit,0.006771406137980675
realization,0.014374776878543084
term_loan,0.011952745215389853
cautionary,0.0070937258448263
mount,0.009474966531885435
booking,0.008768732164768298
income_statement,0.010409545285312235
gross_profit_margin,0.014811447966368197
approximate,0.011270293531513988
midpoint,0.012233682223226535
diluted_share,0.014069669585571019
credit_facility,0.01326217407554569
anticipated,0.019314762288583334
curtail,0.01174228974082256
a_number_of_important,0.005264999619822768
carrier,0.010548620311639587
receipt,0.02629026499703276
passive,0.008882336964105196
nominal,0.009409125944483275
military,0.013840677973338622
payable,0.015114789973739051
uptake,0.009573867914796374
broad-based,0.012744868791573005
consistency,0.006938565540892244
ebitda_margin,0.016572359566652775
break_out,0.006794692220205853
end_customer,0.007633852593416779
foresee,0.013716552872560914
fee-related,0.008064398560620594
credit_platform,0.00768053772925162
sharp,0.00577618858058501
distressed,0.01210899648524999
liquidity,0.026054936216050498
fund_viii,0.007916518692213652
dollar,0.020653374096079286
fundraising,0.009859924134032541
lp,0.009256003475566625
mistake,0.01132577507504709
building_block,0.01474795472307401
build-out,0.00689852792520645
flagship_fund,0.00768053772925162
distinction,0.010158828086695597
vis,0.011734297613107549
management_fee,0.007001767045871623
performance_fee,0.017758709831011563
cap,0.011621816843332536
holding,0.015120127962904753
myelosuppression,0.005109197909297285
consideration,0.024494369121984928
splenomegaly,0.002835602255665404
crossover,0.007660078139171744
classically,0.00384744041645418
genuine,0.0031520304634622288
as_well_in,0.007894686794623584
gram,0.008656175437207146
granular,0.0034622033800689655
maturity,0.01533868966708726
o-ran,0.0069598369304678265
linear,0.006502193937648944
iot,0.00995243826708189
aws,0.00797990653101403
inherent,0.012624829252385403
domain,0.009325439906300519
nearby,0.013491654358993129
millimeter,0.006549861952540505
sharing,0.008587872418057908
economics,0.01850612386466608
coordinate,0.005908817628933485
per_se,0.007048729371839611
cable_company,0.006278883511850906
lte,0.008783900880465573
pop,0.009406082191428201
continuation,0.00897657713576523
subscription,0.022938118732865213
sizable,0.014132495762674406
voluntary,0.010061014146176427
retain,0.0243224770769492
rule_out,0.007946013003368895
differential,0.0069318585118153435
proposition,0.008240406250590913
wholly,0.009526139917735316
narrative,0.008992922190209418
command,0.00394835260700106
journalist,0.006609088779051937
share_price,0.015981714192609194
all-time,0.007209547917467152
rate_increase,0.005206618391532161
npv,0.005763474122830358
exchange_rate,0.0084292287397117
upstream,0.008464238524773713
midstream,0.007229880178466945
uplift,0.01721509635638962
west,0.005319064880082373
deleveraging,0.00784278318653983
blended,0.007750308264106338
noncash,0.01496227584395659
lng,0.012443779654702511
settlement,0.006645372421668176
quantity,0.01203727421196976
dirty,0.004890817108246615
motor_oil,0.005439018504075952
gallon,0.03434302967779375
recycle,0.006071507989668231
a_kind_of,0.010902659577717355
es_business,0.003827559046192962
ev,0.005298166265255325
es,0.003827559046192962
attack,0.00588080010065894
stream,0.012639186054127219
headcount,0.006263066390625141
winner,0.008343702590729762
gradual,0.008767576043589688
contamination,0.004532560307395137
forever,0.007299169177803839
conversion,0.017052350982552585
payroll,0.010517200229680449
buyback_program,0.0066679041714293695
cheap,0.013512933990140356
corticosteroid,0.0027791711950373144
injury,0.005318323182296807
corresponding,0.012519093063030038
respective,0.01607225103954272
significance,0.005326785252779192
additive,0.006579056948554058
btk_inhibitor,0.005097111177047271
selective,0.013753131402515629
preferred,0.020743236936182324
limber_program,0.002354996704213825
whoever,0.007673888662528185
cure,0.007311555474208963
reading,0.012327559834852968
utilization,0.008124753267157938
trouble,0.005347952558471263
industry_sector,0.0050077699013390525
sole,0.0069875982074518
accrue,0.010334325035152732
monetization,0.01087093143611787
credit_opportunity,0.005514967179982257
scalable,0.012988905427128926
up-to-date,0.005487932969912441
acquisition_opportunity,0.007765065015451307
end_consumer,0.009129995674304248
life_science,0.006638890252931986
divest,0.02044183133195117
perfectly,0.01268701764097685
conjunction,0.012359003638962562
high-grade,0.019194817127234143
reit,0.008298032638651384
legacy_asset,0.006176436821060517
liquidate,0.004192415112646638
splitting,0.005605341768853945
individually,0.009119392615395343
land,0.01926767075264838
debt_maturity,0.01412055270655177
capital_structure,0.013227077612347891
unsecured,0.018303698559877384
creditor,0.008457584113898279
quality_asset,0.0036413577482524375
inside_of,0.008009521472652438
documentation,0.004172036064379382
cash_generation,0.01910548305495644
reimbursement,0.013287857394570609
growth_platform,0.012646288325556957
distribution_channel,0.006416370151385631
appliance,0.012056641896334418
esurance,0.005215373634541347
pilot,0.011462494544132456
lower_cost,0.021558550599078706
national_general,0.006390158081512901
agent_business,0.005215373634541347
trip,0.004824138198690953
identity,0.005834713107921103
book_value,0.01576546520316259
go-to-market_strategy,0.008698343450276319
self-serve,0.00685785524190957
nonstandard,0.0069651361212838036
messaging,0.010257782579396088
value-add,0.008172760492803171
unbelievably,0.0040948133870813315
buy_back,0.009879922413651945
ballpark,0.01320851630794951
statutory,0.006989483687681365
asset_side,0.00567255815700708
cap_rate,0.003267011701709125
employee_base,0.00588006739792204
comply,0.013185440682943108
hence,0.010535912137292202
float,0.01179786779758302
beneficiary,0.00796090429037199
risk_profile,0.00826749605924149
narrow,0.013089516432712854
regulate,0.011855144055354563
ienova,0.019491224297658573
cross-border,0.013097436559504771
per_annum,0.018611692605307803
development_project,0.007733585776146845
gigawatt,0.017143964194182883
embark,0.008552616853932427
eps,0.010432231913642414
exchange_offer,0.012477911532722485
prosper,0.006085272515668822
reprice,0.005766115262399602
repricing,0.005359050337794768
market_research,0.005771338533770129
demonstration,0.0052633455409544635
purchase_price,0.025130141010484813
accretion,0.006384913923775637
market_size,0.008801027292170869
western,0.004189448749167777
cooperation,0.016586878236979057
workflow,0.008367808973619911
repeatedly,0.009729595215732733
mobility,0.008360733243120168
consist,0.011011543846705552
compare_with,0.0273615425068272
rental,0.007323062892540939
onboard,0.006459718139427462
drive_down,0.0073215244225872415
fitting,0.005773251903059802
prelaunch,0.007464065772274822
inspiration,0.007754099818840206
immunotherapy,0.0050066528767840485
irak4_inhibitor,0.004479253751899677
tumor_reduction,0.004479253751899677
proliferation,0.0056875461489651735
because_if,0.004697669126712743
p50,0.004479253751899677
low-risk,0.008991661534696813
compose,0.015171889433471482
restricted,0.019050035624599535
mirror,0.004988131444587716
customization,0.004198704821526841
versa,0.004082196140536039
work_order,0.004362540674021212
step-by-step,0.007524073377915479
punch,0.003344528956353644
rough,0.007956758182641018
dining,0.005525834523585926
hungry,0.003886213047179562
delivery_platform,0.0036916237495382754
ranking,0.009178749799677807
altogether,0.0057371846917952055
accessory,0.003964922506487794
unify,0.008644304190984341
spa,0.0037895434112191397
harvest,0.010933568957640664
777x,0.004952629432498166
rebalance,0.0034284084218851353
investor_community,0.015100004384794283
pdp,0.006061651712953675
strain,0.00687711952776693
g&a,0.031887075193741066
issuance,0.0054902246817793085
research_team,0.005632803253838897
accommodation,0.009062604246987654
wealth_management_business,0.004282653685488096
consumer_business,0.004998020063183372
as_well_to,0.007910904492814019
tail,0.005242132747259936
prepayment,0.0081815601288667
repurchase,0.00972116031592381
network_security,0.006089894875551381
workspace,0.006037617976505195
race,0.006761562688994905
validation,0.009383023373876673
secondarily,0.006772599737130425
sale_rep,0.0118429408650168
tip,0.008863399164829743
divestiture,0.01214443905093672
assembly,0.010783435753383575
isolate,0.006514329186263327
flex,0.009988479065176156
cultivate,0.005900872051247622
connected_fitness,0.007102086747308614
cost_side,0.011460147768292898
marketing_expense,0.014861553605623364
enhancedclean,0.004294199500627929
labor,0.004972467059060875
inspire,0.006325037368358528
undoubtedly,0.006640076560316881
closure,0.015065799273603138
pandemic-related,0.003428831963833248
equate,0.006807036337177562
operating_loss,0.011114870038234404
letter,0.006820942577671251
borrowing,0.009507403181620216
growth_trajectory,0.006504847345959009
estate_company,0.012490618800042753
janitorial,0.0033532215733968456
certify,0.003229429296986835
mission-critical,0.007535698969799434
aspiration,0.010586690831910743
fluid,0.0046540980718087115
scrutiny,0.008403569777579445
orientation,0.008201042287382209
involvement,0.005503158430282945
oracle,0.008215757165475328
cater,0.00835833673264413
angle,0.004651899774001509
meat,0.012205468139123526
jewelry,0.012547952638265704
wallet_share,0.010287094525016527
revenue_model,0.005952138655204003
advocate,0.007533698065967228
head_up,0.0027506722432054627
fortive,0.003976563777918236
leadership_team,0.012842032375904254
software_business,0.005480455615283016
fluke,0.004872301189280062
cheaper,0.010003130385370857
pro_forma_basis,0.01623128058388403
stake,0.021868840126920454
gate,0.0058280145948283795
channel_partner,0.004625229810010675
differ,0.011679517837430833
reliance,0.007345493463615423
annualize,0.019163688462403457
art,0.007266531075053525
emergency,0.008268795884778985
logo,0.010200241739912989
lane,0.004330226633296662
billing,0.01005957349183398
brush,0.0058986410537482225
sub,0.007317231212666291
cost_base,0.015070365132347325
expedite,0.012018470967788027
growth_market,0.005778060031482692
creativity,0.007949956786564117
arc,0.015587969719190903
throw_off,0.006543642646611976
obsession,0.0073285549496543215
goods_business,0.0050499080965080104
assortment,0.006039369880019449
inventory_test,0.006756706093526132
base_upon,0.01339190276546309
shopper,0.007804089184322306
test_market,0.0066310500352838985
hunting,0.004828587323398829
manicure,0.005684557988435683
subscription_offering,0.0065407412215083335
product_profile,0.007107391235349481
health_indication,0.008318158428459732
cataplexy,0.005803347404258836
protective,0.007199821329100412
eds,0.006324075192667451
pws,0.005990427425041344
orphan,0.004982087727790597
dilute,0.014553077182879749
brand_portfolio,0.009272796079242628
direct-to-consumer_sale,0.006878318717693401
bog,0.0032959268217280457
origin,0.005038464899774186
tent,0.004791399209435212
creation,0.01037990295624339
elimination,0.007583225098183325
trade_show,0.004884348650154755
parent_company,0.0041283184513757
mainly_due,0.01988592083971614
harness,0.007408424625911006
counter,0.0032912334872632933
chase,0.00893506176053086
jacket,0.003452585609135241
dyeing,0.003452585609135241
phone_call,0.004718027230595121
millennial,0.0030600958110046984
turnover,0.008257737784385525
ebit,0.007803693532150691
enthusiasm,0.007099937527440913
male,0.005491976122548358
lineup,0.003503972887416049
premium_brand,0.004624209563822337
weaker,0.006656850237617758
friendly,0.004202381363986033
ounce,0.0030592500240607073
